ota (m);Afluencia (m3/s);Defluencia (m3/s);Vazao Natural (m3/s);Volume Util (%);Data da Medicao
736.11;11;14;25.91;92.89;28/07/2013
736.11;13;14;23.51;92.89;29/07/2013
736.1;13;14;21.31;92.75;30/07/2013
736.1;10;14;21.12;92.75;31/07/2013
736.08;7;14;19.92;92.48;01/08/2013
736.07;10;14;19.32;92.34;02/08/2013
736.06;7;14;18.72;92.2;03/08/2013
736.04;10;14;18.72;91.92;04/08/2013
736.03;7;14;18.12;91.79;05/08/2013
736.01;7;14;18.12;91.51;06/08/2013
735.99;7;14;17.52;91.23;07/08/2013
735.96;7;14;17.53;90.81;08/08/2013
735.95;7;14;17.53;90.68;09/08/2013
735.92;7;14;17.53;90.26;10/08/2013
735.9;7;14;18.13;89.98;11/08/2013
735.89;7;14;18.13;89.85;12/08/2013
735.88;10;17;18.73;89.71;13/08/2013
735.86;7;15;19.33;89.43;14/08/2013
735.84;10;14;19.93;89.16;15/08/2013
735.82;10;14;19.93;88.88;16/08/2013
735.82;10;14;20.53;88.88;17/08/2013
735.8;10;14;19.93;88.6;18/08/2013
735.8;10;14;19.93;88.6;19/08/2013
735.78;7;14;19.33;88.33;20/08/2013
735.77;10;14;19.33;88.19;21/08/2013
735.75;7;14;19.33;87.92;22/08/2013
735.74;10;14;19.92;87.78;23/08/2013
735.74;10;14;19.31;87.78;24/08/2013
735.72;9.96;14;19.3;87.5;25/08/2013
735.7;6.94;14;18.08;87.23;26/08/2013
735.68;6.94;14;17.47;86.95;27/08/2013
735.64;3.93;14;16.86;86.4;28/08/2013
735.62;6.94;14;16.62;86.13;29/08/2013
735.6;6.95;14;16.63;85.85;30/08/2013
735.6;5.71;14;16.64;85.85;31/08/2013
735.58;7;14;16.65;85.58;01/09/2013
735.58;4;15;16.66;85.58;02/09/2013
735.56;7;14;16.91;85.31;03/09/2013
735.54;7;14;16.91;85.03;04/09/2013
735.5;7;14;17.5;84.48;05/09/2013
735.47;7;14;17.5;84.07;06/09/2013
735.44;7;14;17.5;83.66;07/09/2013
735.42;7;14;16.89;83.38;08/09/2013
735.4;7;14;16.29;83.11;09/09/2013
735.37;4;14;15.69;82.7;10/09/2013
735.36;4;14;15.08;82.56;11/09/2013
735.32;4;14;14.48;82.02;12/09/2013
735.3;4;14;14.47;81.74;13/09/2013
735.27;4;14;15.07;81.34;14/09/2013
735.23;4;14;15.67;80.79;15/09/2013
735.21;7;14;15.66;80.52;16/09/2013
735.19;7;14;16.26;80.24;17/09/2013
735.15;4;14;16.85;79.7;18/09/2013
735.14;7;14;16.85;79.57;19/09/2013
735.14;7;14;18.04;79.57;20/09/2013
735.12;7;14;19.44;79.29;21/09/2013
735.11;13;15;23.43;79.16;22/09/2013
735.16;31;14;41.43;79.84;23/09/2013
735.15;22;14;32.42;79.7;24/09/2013
735.16;16;14;26.42;79.84;25/09/2013
735.18;10;14;23.42;80.11;26/09/2013
735.18;10;14;21.01;80.11;27/09/2013
735.16;7;14;20.41;79.84;28/09/2013
735.15;10;14;19.8;79.7;29/09/2013
735.15;13;14;22.19;79.7;30/09/2013
735.12;7;14;25.19;79.29;01/10/2013
735.16;22;14;26.98;79.84;02/10/2013
735.16;22;14;27.58;79.84;03/10/2013
735.22;19;14;28.77;80.65;04/10/2013
735.24;16;14;26.37;80.92;05/10/2013
735.23;13;14;23.36;80.79;06/10/2013
735.22;10;14;21.56;80.65;07/10/2013
735.2;7;14;19.75;80.38;08/10/2013
735.19;10;14;17.94;80.24;09/10/2013
735.16;7;14;17.34;79.84;10/10/2013
735.14;4;14;17.33;79.57;11/10/2013
735.12;7;14;16.73;79.29;12/10/2013
735.1;7;14;18.52;79.02;13/10/2013
735.08;7;14;20.31;78.75;14/10/2013
735.08;16;14;26.31;78.75;15/10/2013
735.14;28;14;38.3;79.57;16/10/2013
735.16;19;14;29.3;79.84;17/10/2013
735.19;22;14;29.29;80.24;18/10/2013
735.2;16;14;26.29;80.38;19/10/2013
735.2;13;14;23.89;80.38;20/10/2013
735.2;10;14;20.88;80.38;21/10/2013
735.17;7;14;19.68;79.97;22/10/2013
735.15;7;14;18.47;79.7;23/10/2013
735.14;10;14;18.47;79.57;24/10/2013
735.12;7;14;19.66;79.29;25/10/2013
735.11;10;14;20.26;79.16;26/10/2013
735.12;12.97;14;19.06;79.29;27/10/2013
735.1;10;14;18.47;79.02;28/10/2013
735.07;4.03;14;17.87;78.61;29/10/2013
735.04;4.03;14;16.07;78.2;30/10/2013
735.02;7.02;14;15.47;77.93;31/10/2013
735;4;15;15.47;77.66;01/11/2013
734.97;7;14;18.46;77.26;02/11/2013
734.94;4;15;18.45;76.85;03/11/2013
734.96;19;14;20.25;77.12;04/11/2013
734.94;7;14;21.46;76.85;05/11/2013
734.93;13;14;22.66;76.71;06/11/2013
734.94;13;14;20.86;76.85;07/11/2013
734.93;10;14;20.86;76.71;08/11/2013
734.92;10;14;19.06;76.58;09/11/2013
734.9;7;14;17.27;76.31;10/11/2013
734.87;4;14;16.07;75.9;11/11/2013
734.84;4;14;14.88;75.5;12/11/2013
734.8;4;14;14.28;74.96;13/11/2013
734.77;4;14;14.89;74.55;14/11/2013
734.74;4;14;18.49;74.15;15/11/2013
734.73;7;14;20.3;74.01;16/11/2013
734.76;22;14;21.5;74.42;17/11/2013
734.76;13;14;22.11;74.42;18/11/2013
734.75;10;14;23.31;74.28;19/11/2013
734.73;7;14;23.32;74.01;20/11/2013
734.74;13;14;24.32;74.15;21/11/2013
734.76;22;14;32.33;74.42;22/11/2013
734.8;25;14;35.34;74.96;23/11/2013
734.85;27.78;13;38.13;75.63;24/11/2013
734.94;39.63;14;49.98;76.85;25/11/2013
735.05;45.64;14;56.01;78.34;26/11/2013
735.1;21.89;14;32.26;79.02;27/11/2013
735.1;18.93;14;26.32;79.02;28/11/2013
735.08;7.01;14;23.95;78.75;29/11/2013
735.07;10;14;23.38;78.61;30/11/2013
735.06;10;14;21.6;78.48;01/12/2013
735.08;19;14;22.21;78.75;02/12/2013
735.07;10;14;22.81;78.61;03/12/2013
735.06;10;14;23.42;78.48;04/12/2013
735.06;13;14;21.63;78.48;05/12/2013
735.06;13;14;21.63;78.48;06/12/2013
735.05;10;14;21.04;78.34;07/12/2013
735.04;10;14;20.44;78.2;08/12/2013
735.02;7;14;19.85;77.93;09/12/2013
735.01;10;14;19.25;77.79;10/12/2013
735;10;14;19.25;77.66;11/12/2013
734.98;7;14;19.86;77.39;12/12/2013
734.97;10;14;19.26;77.26;13/12/2013
734.96;10;14;18.06;77.12;14/12/2013
734.94;7;14;17.46;76.85;15/12/2013
734.91;4;14;16.26;76.44;16/12/2013
734.89;4;14;15.06;76.17;17/12/2013
734.85;4;14;14.46;75.63;18/12/2013
734.82;4;14;14.46;75.23;19/12/2013
734.79;4;14;15.06;74.82;20/12/2013
734.76;4;14;15.06;74.42;21/12/2013
734.74;7;14;15.66;74.15;22/12/2013
734.71;4;14;16.86;73.74;23/12/2013
734.69;7;14;18.05;73.48;24/12/2013
734.68;10;14;18.05;73.34;25/12/2013
734.67;10;14;19.85;73.21;26/12/2013
734.65;7;14;20.45;72.94;27/12/2013
734.65;13;14;19.86;72.94;28/12/2013
734.64;10.03;14;18.69;72.8;29/12/2013
734.62;7.08;14;20.48;72.53;30/12/2013
734.59;4.14;14;20.48;72.13;31/12/2013
734.6;16;14;20.46;72.26;01/01/2014
734.6;13;14;20.44;72.26;02/01/2014
734.6;10;14;20.41;72.26;03/01/2014
734.57;7;15;18.6;71.86;04/01/2014
734.54;4;14;17.4;71.46;05/01/2014
734.52;7;14;16.79;71.19;06/01/2014
734.5;7;14;16.19;70.92;07/01/2014
734.48;7;14;16.78;70.66;08/01/2014
734.45;4;14;16.77;70.26;09/01/2014
734.43;7;14;16.17;69.99;10/01/2014
734.42;7;14;16.76;69.86;11/01/2014
734.41;4;14;18.56;69.72;12/01/2014
734.37;10;14;20.35;69.19;13/01/2014
734.37;13;15;23.34;69.19;14/01/2014
734.38;16;14;26.34;69.32;15/01/2014
734.38;25;14;35.33;69.32;16/01/2014
734.44;19;14;29.33;70.12;17/01/2014
734.44;13;14;23.33;70.12;18/01/2014
734.44;7;14;20.32;70.12;19/01/2014
734.4;7;14;16.32;69.59;20/01/2014
734.37;4;14;14.32;69.19;21/01/2014
734.41;25;14;35.31;69.72;22/01/2014
734.56;57;14;67.31;71.73;23/01/2014
734.61;25;14;35.31;72.4;24/01/2014
734.61;16;14;26.31;72.4;25/01/2014
734.6;10.02;14;21.35;72.26;26/01/2014
734.58;7.11;14;19.2;72;27/01/2014
734.56;7.11;14;16.25;71.73;28/01/2014
734.53;4.19;14;14.49;71.33;29/01/2014
734.53;1.25;14;13.27;71.33;30/01/2014
734.49;1.26;14;12.65;70.79;31/01/2014
734.45;1;14;12.61;70.26;01/02/2014
734.41;4;14;13.17;69.72;02/02/2014
734.38;4;15;14.32;69.32;03/02/2014
734.34;4;15;14.92;68.79;04/02/2014
734.3;7;14;14.52;68.26;05/02/2014
734.28;4;14;14.13;67.99;06/02/2014
734.26;2;14;13.73;67.73;07/02/2014
734.22;2;14;12.74;67.19;08/02/2014
734.2;2;14;12.34;66.93;09/02/2014
734.16;2;14;12.35;66.4;10/02/2014
734.12;2;14;12.35;65.87;11/02/2014
734.08;2;14;13.96;65.34;12/02/2014
734.1;2;14;15.56;65.61;13/02/2014
734.1;10;14;17.7;65.61;14/02/2014
734.06;10;14;20.38;65.08;15/02/2014
734.06;25;14;35.38;65.08;16/02/2014
734.2;36;14;46.39;66.93;17/02/2014
734.26;28;14;38.4;67.73;18/02/2014
734.32;28;14;38.41;68.52;19/02/2014
734.38;28;14;38.42;69.32;20/02/2014
734.38;10;14;20.42;69.32;21/02/2014
734.45;31;14;41.43;70.26;22/02/2014
734.45;10;15;20.44;70.26;23/02/2014
734.44;7;14;21.45;70.12;24/02/2014
734.46;16;14;22.86;70.39;25/02/2014
734.48;16;14;23.46;70.66;26/02/2014
734.49;13;14;25.87;70.79;27/02/2014
734.49;13;14;25.88;70.79;28/02/2014
734.5;19;14;24.68;70.92;01/03/2014
734.54;16;14;24.69;71.46;02/03/2014
734.55;10;14;25.3;71.59;03/03/2014
734.56;13;14;24.1;71.73;04/03/2014
734.58;16;14;24.51;72;05/03/2014
734.59;13;14;23.52;72.13;06/03/2014
734.64;25;14;35.52;72.8;07/03/2014
734.64;22;14;32.53;72.8;08/03/2014
734.72;22;14;29.53;73.88;09/03/2014
734.73;13;14;23.54;74.01;10/03/2014
734.83;40;14;50.55;75.36;11/03/2014
734.91;34;14;44.56;76.44;12/03/2014
734.95;22;14;32.56;76.99;13/03/2014
735;25;14;35.57;77.66;14/03/2014
735.02;16;14;26.57;77.93;15/03/2014
735.05;19;14;26.58;78.34;16/03/2014
735.06;13;14;23.58;78.48;17/03/2014
735.06;10;14;22.99;78.48;18/03/2014
735.05;7;14;21.79;78.34;19/03/2014
735.06;13;14;21.79;78.48;20/03/2014
735.07;13;14;21.8;78.61;21/03/2014
735.08;13;14;22.4;78.75;22/03/2014
735.08;10;14;22.4;78.75;23/03/2014
735.08;10;14;22.41;78.75;24/03/2014
735.09;13;14;21.81;78.88;25/03/2014
735.1;13;14;21.81;79.02;26/03/2014
735.1;10;14;21.21;79.02;27/03/2014
735.1;10;15;22.46;79.02;28/03/2014
735.1;7;14;22.51;79.02;29/03/2014
735.12;19.2;14;23.75;79.29;30/03/2014
735.13;13.23;20;25;79.43;31/03/2014
735.15;16.22;14;25.65;79.7;01/04/2014
735.17;16.21;14;23.86;79.97;02/04/2014
735.17;10.26;14;23.27;79.97;03/04/2014
735.17;10.26;14;22.08;79.97;04/04/2014
735.17;10.26;14;20.89;79.97;05/04/2014
735.17;10.26;14;20.3;79.97;06/04/2014
735.17;10.26;14;19.7;79.97;07/04/2014
735.16;7.29;14;19.11;79.84;08/04/2014
735.15;7.29;14;17.92;79.7;09/04/2014
735.14;7.29;14;20.3;79.57;10/04/2014
735.12;4.3;14;22.09;79.29;11/04/2014
735.15;22.17;15;23.28;79.7;12/04/2014
735.18;16.22;14;26.26;80.11;13/04/2014
735.2;13.23;14;28.65;80.38;14/04/2014
735.24;22.2;14;26.27;80.92;15/04/2014
735.25;16.23;14;25.63;81.06;16/04/2014
735.27;10.26;14;24.98;81.34;17/04/2014
735.26;13;14;22.54;81.2;18/04/2014
735.27;10;14;21.29;81.34;19/04/2014
735.26;10;14;20.64;81.2;20/04/2014
735.26;10;14;19.44;81.2;21/04/2014
735.25;7;14;18.84;81.06;22/04/2014
735.24;7;14;18.24;80.92;23/04/2014
735.23;7;14;17.64;80.79;24/04/2014
735.22;7;14;17.69;80.65;25/04/2014
735.22;7;14;17.75;80.65;26/04/2014
735.2;7.27;14;17.8;80.38;27/04/2014
735.19;7.29;14;17.26;80.24;28/04/2014
735.18;7.29;14;17.26;80.11;29/04/2014
735.16;4.3;14;17.2;79.84;30/04/2014
735.15;7;14;17.15;79.7;01/05/2014
735.14;7;14;16.49;79.57;02/05/2014
735.13;7;14;17.03;79.43;03/05/2014
735.11;4;14;16.43;79.16;04/05/2014
735.1;7;14;15.83;79.02;05/05/2014
735.08;4;14;15.83;78.75;06/05/2014
735.06;4;14;15.83;78.48;07/05/2014
735.05;7;14;15.22;78.34;08/05/2014
735.02;4;14;15.22;77.93;09/05/2014
735.01;4;14;16.42;77.79;10/05/2014
734.99;4;14;15.82;77.53;11/05/2014
734.99;10;14;16.42;77.53;12/05/2014
734.97;4;14;16.42;77.26;13/05/2014
734.96;7;14;17.02;77.12;14/05/2014
734.94;4;14;15.82;76.85;15/05/2014
734.93;7;14;15.82;76.71;16/05/2014
734.91;4;14;15.82;76.44;17/05/2014
734.9;4;14;17.02;76.31;18/05/2014
734.88;7;14;16.43;76.03;19/05/2014
734.88;10;15;17.63;76.03;20/05/2014
734.86;4;14;20.03;75.77;21/05/2014
734.86;10;15;21.83;75.77;22/05/2014
734.88;16;14;23.07;76.03;23/05/2014
734.89;16;14;24.91;76.17;24/05/2014
734.92;16.19;14;25.56;76.58;25/05/2014
734.93;13.22;14;25.01;76.71;26/05/2014
734.94;13.22;13;23.86;76.85;27/05/2014
734.95;13.22;14;22.08;76.99;28/05/2014
734.94;10.26;14;21.49;76.85;29/05/2014
734.94;7.3;14;20.25;76.85;30/05/2014
734.94;10.26;14;19;76.85;31/05/2014
734.93;7;14;17.75;76.71;01/06/2014
734.92;7;14;17.09;76.58;02/06/2014
734.9;4;14;16.44;76.31;03/06/2014
734.88;4;14;15.63;76.03;04/06/2014
734.87;7;14;17.63;75.9;05/06/2014
734.93;28;14;38.63;76.71;06/06/2014
734.96;19;13;29.63;77.12;07/06/2014
734.97;13;13;25.63;77.26;08/06/2014
734.98;13;14;23.03;77.39;09/06/2014
734.97;7;14;21.23;77.26;10/06/2014
734.97;10;14;20.03;77.26;11/06/2014
734.97;10;14;19.42;77.26;12/06/2014
734.96;7;14;19.42;77.12;13/06/2014
734.96;10;14;18.82;77.12;14/06/2014
734.95;7;14;18.21;76.99;15/06/2014
734.94;7;14;18.21;76.85;16/06/2014
734.93;7;14;17.01;76.71;17/06/2014
734.92;7;13;17;76.58;18/06/2014
734.9;4;13;17.6;76.31;19/06/2014
734.89;7;13;17.65;76.17;20/06/2014
734.89;10;13;17.71;76.17;21/06/2014
734.88;7.3;13;18.36;76.03;22/06/2014
734.87;7.3;14;17.82;75.9;23/06/2014
734.87;7.3;14;17.28;75.9;24/06/2014
734.86;4.33;14;16.68;75.77;25/06/2014
734.83;7.3;14;16.67;75.36;26/06/2014
734.81;8;14;18.28;75.09;27/06/2014
734.8;11;14;19.01;74.96;28/06/2014
734.78;8;14;19.15;74.69;29/06/2014
734.76;1;14;15.14;74.42;30/06/2014
734.74;7;14;14.54;74.15;01/07/2014
734.74;4;14;14.53;74.15;02/07/2014
734.7;4;14;15.13;73.61;03/07/2014
734.68;4;14;14.52;73.34;04/07/2014
734.66;4;14;14.52;73.07;05/07/2014
734.64;4;14;14.51;72.8;06/07/2014
734.62;4;14;14.51;72.53;07/07/2014
734.6;4;14;16.9;72.26;08/07/2014
734.58;4;14;18.1;72;09/07/2014
734.6;16;14;19.3;72.26;10/07/2014
734.6;10;13;21.1;72.26;11/07/2014
734.6;10;14;21.69;72.26;12/07/2014
734.61;13;14;19.89;72.4;13/07/2014
734.6;7;14;19.29;72.26;14/07/2014
734.59;7;14;18.69;72.13;15/07/2014
734.57;7;14;17.28;71.86;16/07/2014
734.55;7;14;17.08;71.59;17/07/2014
734.54;6;14;16.88;71.46;18/07/2014
734.52;8;14;17.88;71.19;19/07/2014
734.5;3;14;14.68;70.92;20/07/2014
734.48;3;14;13.48;70.66;21/07/2014
734.46;3;14;12.87;70.39;22/07/2014
734.44;0;14;13.47;70.12;23/07/2014
734.41;3;14;14.07;69.72;24/07/2014
734.4;6;14;14.67;69.59;25/07/2014
734.38;8;14;18.27;69.32;26/07/2014
734.38;14;14;19.27;69.32;27/07/2014
734.36;8;14;19.67;69.06;28/07/2014
734.34;8;14;18.47;68.79;29/07/2014
734.32;8;14;18.47;68.52;30/07/2014
734.48;61;14;71.48;68.26;31/07/2014
734.28;3;14;13.48;67.99;01/08/2014
734.26;3;14;13.48;67.73;02/08/2014
734.24;8;14;15.28;67.46;03/08/2014
734.21;3;14;12.68;67.06;04/08/2014
734.18;1;14;12.68;66.66;05/08/2014
734.16;1;14;12.68;66.4;06/08/2014
734.14;3;14;12.68;66.13;07/08/2014
734.12;3;14;13.08;65.87;08/08/2014
734.1;3;13;13.48;65.61;09/08/2014
734.08;3;14;13.48;65.34;10/08/2014
734.06;3;14;15.28;65.08;11/08/2014
734.04;3;14;15.88;64.81;12/08/2014
734.05;12;14;17.08;64.95;13/08/2014
734.04;6;14;18.28;64.81;14/08/2014
734.04;9;14;19.48;64.81;15/08/2014
734.04;9;14;17.68;64.81;16/08/2014
734.04;9;14;17.68;64.81;17/08/2014
734.02;3;14;16.68;64.55;18/08/2014
734.01;6;14;15.68;64.42;19/08/2014
733.99;4;14;14.68;64.16;20/08/2014
733.97;4;14;14.88;63.91;21/08/2014
733.95;8;14;18.28;63.66;22/08/2014
733.93;8;14;17.88;63.4;23/08/2014
733.9;0.97;14;13.77;63.02;24/08/2014
733.87;3.74;14;13.72;62.65;25/08/2014
733.86;3.74;14;13.66;62.52;26/08/2014
733.84;3.74;14;14.21;62.27;27/08/2014
733.82;3.73;14;14.23;62.02;28/08/2014
733.79;6;14;19.07;61.64;29/08/2014
733.79;14;14;20.27;61.64;30/08/2014
733.76;3.84;14;15.95;61.27;31/08/2014
733.76;7;14;18.2;61.27;01/09/2014
733.76;9;14;18.84;61.27;02/09/2014
733.76;15;14;19.47;61.27;03/09/2014
733.76;7;14;19.86;61.27;04/09/2014
733.75;7;14;19.46;61.14;05/09/2014
733.75;14;14;20.06;61.14;06/09/2014
733.74;11;14;19.86;61.02;07/09/2014
733.72;4;14;15.46;60.77;08/09/2014
733.69;1;14;14.45;60.4;09/09/2014
733.67;4;14;13.85;60.15;10/09/2014
733.65;4;14;13.25;59.9;11/09/2014
733.63;4;14;13.84;59.65;12/09/2014
733.6;6;14;17.64;59.28;13/09/2014
733.58;4;14;12.64;59.04;14/09/2014
733.54;1;14;12.03;58.55;15/09/2014
733.52;9;14;16.23;58.31;16/09/2014
733.49;6;14;16.03;57.95;17/09/2014
733.47;9;14;16.42;57.7;18/09/2014
733.43;3;14;18.42;57.22;19/09/2014
733.39;3;14;19.02;56.73;20/09/2014
733.41;4;14;15.01;56.97;21/09/2014
733.39;4;14;15.61;56.73;22/09/2014
733.38;7;14;16.2;56.61;23/09/2014
733.38;7;14;18.8;56.61;24/09/2014
733.36;7;14;19.8;56.37;25/09/2014
733.39;22;14;25.59;56.73;26/09/2014
733.39;14;14;24.99;56.73;27/09/2014
733.4;17;14;24.38;56.85;28/09/2014
733.39;6.64;14;17.49;56.73;29/09/2014
733.36;4.02;14;15.88;56.37;30/09/2014
733.35;4;14;13.7;56.26;01/10/2014
733.33;1;14;12.57;56.01;02/10/2014
733.29;4;14;17.16;55.54;03/10/2014
733.26;6;14;16.76;55.18;04/10/2014
733.22;1;14;10.95;54.7;05/10/2014
733.2;0;14;10.74;54.46;06/10/2014
733.16;0;14;10.54;53.99;07/10/2014
733.13;6;14;12.53;53.64;08/10/2014
733.09;4;14;13.33;53.17;09/10/2014
733.04;1;14;14.53;52.58;10/10/2014
733;4;14;14.12;52.11;11/10/2014
732.97;1;14;11.32;51.77;12/10/2014
732.93;1;14;12.51;51.3;13/10/2014
732.9;3;14;13.11;50.96;14/10/2014
732.87;6;14;13.7;50.61;15/10/2014
732.86;3;14;14.3;50.49;16/10/2014
732.81;4;14;14.49;49.92;17/10/2014
732.76;4;14;13.69;49.35;18/10/2014
732.71;1;14;13.69;48.78;19/10/2014
732.67;2;14;15.08;48.33;20/10/2014
732.63;7;14;16.28;47.88;21/10/2014
732.6;7;14;16.88;47.53;22/10/2014
732.58;10;14;18.48;47.31;23/10/2014
732.55;7;14;20.47;46.98;24/10/2014
732.53;10;14;20.47;46.76;25/10/2014
732.54;17;15;20.47;46.87;26/10/2014
732.51;7;14;21.07;46.53;27/10/2014
732.5;4.64;14;14;46.42;28/10/2014
732.5;0.64;14;12;46.42;29/10/2014
732.45;0.68;14;11;45.86;30/10/2014
732.4;0.82;14;11;45.31;31/10/2014
732.35;1;14;12;44.76;01/11/2014
732.3;1;14;13;44.21;02/11/2014
732.25;6;14;14.26;43.67;03/11/2014
732.22;6;14;15.26;43.34;04/11/2014
732.22;6;14;16.66;43.34;05/11/2014
732.2;6;14;17.07;43.12;06/11/2014
732.19;8;14;17.47;43.01;07/11/2014
732.18;12;14;19.07;42.9;08/11/2014
732.16;8;14;16.27;42.69;09/11/2014
732.14;3;14;15.27;42.48;10/11/2014
732.11;7;14;16.68;42.15;11/11/2014
732.07;5;14;16.48;41.73;12/11/2014
732.05;9;14;17.88;41.51;13/11/2014
732.02;7;14;18.89;41.19;14/11/2014
732;10;15;19.29;40.98;15/11/2014
731.99;6;14;15.29;40.87;16/11/2014
731.96;6;14;15.5;40.56;17/11/2014
731.94;4;14;15.1;40.35;18/11/2014
731.9;4;14;14.7;39.94;19/11/2014
731.87;4;14;14.31;39.63;20/11/2014
731.84;4;14;15.11;39.31;21/11/2014
731.81;4;14;15.12;39;22/11/2014
731.8;8.12;14;15.61;38.9;23/11/2014
731.77;3.74;14;14.07;38.59;24/11/2014
731.84;26.16;14;36.49;39.31;25/11/2014
731.93;30.92;14;41.25;40.25;26/11/2014
731.93;10.4;14;20.74;40.25;27/11/2014
731.93;14;14;21.48;40.25;28/11/2014
731.91;9;14;20.23;40.04;29/11/2014
731.89;5.84;14;16.37;39.83;30/11/2014
731.86;4;14;15.55;39.52;01/12/2014
731.83;4;14;16.53;39.21;02/12/2014
731.8;4;14;16.96;38.9;03/12/2014
731.81;13;14;17.77;39;04/12/2014
731.79;8;14;18.17;38.8;05/12/2014
731.79;8;14;18.57;38.8;06/12/2014
731.77;6;14;17.18;38.59;07/12/2014
731.74;6;14;18.18;38.29;08/12/2014
731.73;6;14;20.78;38.19;09/12/2014
731.73;13;14;23.72;38.19;10/12/2014
731.79;21;14;31.39;38.8;11/12/2014
731.88;31;14;41.39;39.73;12/12/2014
731.98;33;14;43.4;40.77;13/12/2014
732.09;36;14;46.4;41.94;14/12/2014
732.11;15;14;25.4;42.15;15/12/2014
732.12;13;14;22.07;42.26;16/12/2014
732.11;8;14;20.14;42.15;17/12/2014
732.1;6;14;18.01;42.05;18/12/2014
732.09;10;14;16.68;41.94;19/12/2014
732.08;12;14;19.08;41.84;20/12/2014
732.06;8;14;16.42;41.62;21/12/2014
732.14;29;14;39;42.48;22/12/2014
732.29;46;14;57;44.1;23/12/2014
732.35;25;14;35;44.76;24/12/2014
732.42;30;14;37.1;45.53;25/12/2014
732.48;23;14;29.77;46.2;26/12/2014
732.51;18;14;22.75;46.53;27/12/2014
732.5;7.96;14;20.05;46.42;28/12/2014
732.49;7.97;14;17.2;46.31;29/12/2014
732.5;12.83;14;14.87;46.42;30/12/2014
732.5;10.4;14;14.54;46.42;31/12/2014
732.5;8;14;14.21;46.42;01/01/2015
732.5;8;14;12.91;46.42;02/01/2015
732.48;8;14;12.1;46.2;03/01/2015
732.46;8;14;12.16;45.97;04/01/2015
732.45;8;14;12.23;45.86;05/01/2015
732.45;10;14;12.29;45.86;06/01/2015
732.45;10;14;11.55;45.86;07/01/2015
732.45;10;14;10.82;45.86;08/01/2015
732.44;6;14;9.88;45.75;09/01/2015
732.41;6;14;12.75;45.42;10/01/2015
732.39;7;14;13.21;45.2;11/01/2015
732.45;26;15;13.48;45.86;12/01/2015
732.46;14;14;13.75;45.97;13/01/2015
732.45;9;14;13.48;45.86;14/01/2015
732.44;9;14;9.47;45.75;15/01/2015
732.43;7;14;7.34;45.64;16/01/2015
732.4;7;14;5.67;45.31;17/01/2015
732.37;4;14;4.67;44.98;18/01/2015
732.34;1;14;4.46;44.65;19/01/2015
732.31;4;14;6.66;44.32;20/01/2015
732.28;6;14;11.46;43.99;21/01/2015
732.31;18;14;17.39;44.32;22/01/2015
732.37;28;14;28.05;44.98;23/01/2015
732.47;35;14;35.05;46.09;24/01/2015
732.66;54.91;14;54.96;48.22;25/01/2015
732.88;61.6;14;61.65;50.73;26/01/2015
733.01;42.29;14;42.34;52.23;27/01/2015
733.06;22.26;14;22.31;52.81;28/01/2015
733.08;15.87;14;17.12;53.05;29/01/2015
733.09;13.06;14;17.12;53.17;30/01/2015
733.08;6.66;14;17.12;53.05;31/01/2015
733.08;7;13;17.4;53.05;01/02/2015
733.08;12;14;18.24;53.05;02/02/2015
733.08;7;14;18.98;53.05;03/02/2015
733.06;7;14;17.31;52.81;04/02/2015
733.19;42;14;52.32;54.34;05/02/2015
733.29;35;14;45.32;55.54;06/02/2015
733.38;33;14;43.32;56.61;07/02/2015
733.45;27;15;37.33;57.46;08/02/2015
733.52;28;15;38.34;58.31;09/02/2015
733.57;25;14;35.34;58.92;10/02/2015
733.61;16;14;26.35;59.41;11/02/2015
733.61;10;14;22.35;59.41;12/02/2015
733.61;10;14;20.76;59.41;13/02/2015
733.61;8;14;20.96;59.41;14/02/2015
733.61;8;14;22.17;59.41;15/02/2015
733.64;17;14;24.78;59.78;16/02/2015
733.68;16;14;26.18;60.28;17/02/2015
733.72;23;14;28.19;60.77;18/02/2015
733.74;15;14;27.2;61.02;19/02/2015
733.78;18;14;25.83;61.51;20/02/2015
733.79;12;14;22.8;61.64;21/02/2015
733.78;9.13;14;20.07;61.51;22/02/2015
733.77;7.83;14;18.25;61.39;23/02/2015
733.84;29.5;14;39.93;62.27;24/02/2015
733.92;32.01;14;42.45;63.28;25/02/2015
733.96;22.5;14;32.95;63.78;26/02/2015
733.98;19;14;29.46;64.03;27/02/2015
734.06;36.49;15;46.95;65.08;28/02/2015
734.1;25;15;35.47;65.61;01/03/2015
734.14;18;14;28.48;66.13;02/03/2015
734.16;16;14;26.15;66.4;03/03/2015
734.17;13;14;22.49;66.53;04/03/2015
734.17;7;14;17.5;66.53;05/03/2015
734.17;27;14;37.5;66.53;06/03/2015
734.44;73;14;83.52;70.12;07/03/2015
734.56;44;14;54.52;71.73;08/03/2015
734.66;38;14;48.53;73.07;09/03/2015
734.74;33;14;43.54;74.15;10/03/2015
734.8;27;0;37.55;74.96;11/03/2015
734.83;19;14;29.55;75.36;12/03/2015
734.9;30;14;40.56;76.31;13/03/2015
734.96;27;14;37.57;77.12;14/03/2015
735.02;27;14;37.57;77.93;15/03/2015
735.1;31;14;41.58;79.02;16/03/2015
735.15;28;14;38.59;79.7;17/03/2015
735.18;19;15;29.59;80.11;18/03/2015
